"featid","Key","Official.Name","Display.Name","System.Name","Asset.Number","Facilities.Code","Architect","Style","Location","Affiliation","Category","Primary.Use","UBC.Code","Planning","Condition","Operations","Ownership","Financing","Address","City","County","State","Zip.Code","Country","Address.Code","City.Code","County.Code","Floors","Height","Footprint","Perimeter","Basic.Gross","C.U.Gross","Circulation","Custodial","Mechanical","Parking","Toilet","Non.Assigned","Assignable","Space.Count","Net.Usable","Structural","Outside.Gross","Related.Gross","Maintained.Gross","Janitorized","Constructed","Occupied","Renovated","Vacated","Demolished","Construction","Capitalized","Replacement","Last.Reviewed","Prim..Usage..Percent.of.Net.Useable.","Primary.Usage..Type.","Prmary.Usage..SF.","Top.Org.with.Most.Space","Source...Campus.Steam.Loop","Sec..Usage..Percent.","Source...Campus.CHW.Loop","Secondary.Usage..Type.","Secondary.Usage..SF.","Dept..with.Most.Space","CAAN","CHW.Metered","Steam.Metered","Floor.Plans.PDF","Floor.Plans.DWG"
488,NA,"Veg Crops Field Headqtrs A","Veg Crops Field Headqtrs A","VEG FLD HQ A","4455","N029",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","2566 Hutchison Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,20,4000,0,4000,0,0,0,0,0,0,0,3678,13,3678,322,4000,4000,4000,3678,1977,"1977-09-01T07:00:00Z",NA,NA,NA,0,116707,2412615,NA,65,"Laboratory",2390,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",35,"No","Special",1288,"PLANT SCIENCES","4455","No","No","4455","4455"
489,NA,"Temporary Building 202 - Surge IV","Temporary Building 202","TB 202","4393","E112",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UP - UC Owned, UC Purchased","STND - Standard OMP Funding Eligibility (based on program)","482 Hutchison Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,11,6767,0,4017,2750,2750,0,270,0,0,3020,3480,7,6500,-2483,6767,5392,5392,6500,1972,"1972-04-01T08:00:00Z",NA,NA,NA,0,245386,3006358,NA,42,"Circulation",2750,"INFORMATION & EDUCATIONAL TECHNOLOGY","Yes",33,"No","Office",2172,"ACADEMIC TECHNOLOGY SERVICES","4393","No","No","4393","4393"
490,NA,"Russell Park 406","Russell Park 406","RUSL PK 406","Z0847","F186",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","406 Russell Park","Davis","Yolo","CA",NA,"USA","406 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0847","No","No","Z0847","Z0847"
491,NA,"Russell Park 404","Russell Park 404","RUSL PK 404","Z0849","F184",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","404 Russell Park","Davis","Yolo","CA",NA,"USA","404 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0849","No","No","Z0849","Z0849"
492,NA,"Russell Park 410","Russell Park 410","RUSL PK 410","Z0843","F190",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","410 Russell Park","Davis","Yolo","CA",NA,"USA","410 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0843","No","No","Z0843","Z0843"
493,NA,"Veg Crops Field Headqtrs C","Veg Crops Field Headqtrs C","VEG FLD HQ C","4457","N031",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","2506 Hutchison Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,20,4000,0,2000,2000,0,0,0,0,0,0,3847,4,3847,-1847,4000,3000,3000,3847,1977,"1977-09-01T07:00:00Z",NA,NA,NA,0,76954,1257777,NA,51,"Storage",1960,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",27,"No","Special",1024,"PLANT SCIENCES","4457","No","No","4457","4457"
494,NA,"Russell Park 421","Russell Park 421","RUSL PK 421","Z1619","F201",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","421 Russell Park","Davis","Yolo","CA",NA,"USA","421 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z1619","No","No","Z1619","Z1619"
495,NA,"Russell Park 407","Russell Park 407","RUSL PK 407","Z0841","F187",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","407 Russell Park","Davis","Yolo","CA",NA,"USA","407 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0841","No","No","Z0841","Z0841"
496,NA,"Russell Park 411","Russell Park 411","RUSL PK 411","Z0211","F191",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","411 Russell Park","Davis","Yolo","CA",NA,"USA","411 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0211","No","No","Z0211","Z0211"
497,NA,"Russell Park 425","Russell Park 425","RUSL PK 425","Z0218","F205",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","425 Russell Park","Davis","Yolo","CA",NA,"USA","425 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0218","No","No","Z0218","Z0218"
498,NA,"Facilities Mechanical Operations","Facilities Mechanical Operations","FAC MECH","3265","C048",1,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","404 Crocker Lane","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,32,3468,0,3465,0,0,0,29,0,18,47,3122,11,3169,296,3465,3465,3465,3169,1955,"1955-10-01T07:00:00Z",1,NA,NA,0,131840,1774948,"2011-03-23T07:00:00Z",99,"Office",3122,"ADMINISTRATIVE AND RESOURCE MANAGEMENT","No",1,"No","Mechanical",29,"ARM AP / PURCHASING SHARED SERVICE CTR","3265","No","No","3265","3265"
499,NA,"Russell Park 412","Russell Park 412","RUSL PK 412","Z0214","F192",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","412 Russell Park","Davis","Yolo","CA",NA,"USA","412 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0214","No","No","Z0214","Z0214"
500,NA,"Viticulture Relocation B","Viticulture Relocation B","VITI RELO B","4421","Q048",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","3175 Straloch Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,22,4223,0,4223,0,0,0,0,0,0,0,4011,9,4011,212,4223,4223,4223,4011,1974,"1974-09-01T07:00:00Z",NA,NA,NA,0,95472,2033039,NA,34,"Special",1371,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",23,"No","Laboratory",928,"VITCULTURE & ENOLOGY","4421","No","No","4421","4421"
501,NA,"Russell Park 419","Russell Park 419","RUSL PK 419","Z1284","F199",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","419 Russell Park","Davis","Yolo","CA",NA,"USA","419 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z1284","No","No","Z1284","Z1284"
502,NA,"Russell Park 416","Russell Park 416","RUSL PK 416","Z1621","F196",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","416 Russell Park","Davis","Yolo","CA",NA,"USA","416 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z1621","No","No","Z1621","Z1621"
503,NA,"Viticulture Relocation A","Viticulture Relocation A","VITI RELO A","4420","Q047",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","3155 Straloch Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,16,4223,0,4197,26,178,9,0,0,320,507,3393,6,3900,297,4223,4210,4210,3900,1974,"1974-09-01T07:00:00Z",NA,NA,NA,0,129287,1875361,NA,62,"Special",2418,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",16,"No","Laboratory",609,"VITCULTURE & ENOLOGY","4420","No","No","4420","4420"
504,NA,"Russell Park 405","Russell Park 405","RUSL PK 405","Z0208","F185",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","405 Russell Park","Davis","Yolo","CA",NA,"USA","405 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0208","No","No","Z0208","Z0208"
505,NA,"Russell Park 414","Russell Park 414","RUSL PK 414","Z0210","F194",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","414 Russell Park","Davis","Yolo","CA",NA,"USA","414 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0210","No","No","Z0210","Z0210"
506,NA,"Russell Park 408","Russell Park 408","RUSL PK 408","Z0215","F188",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","408 Russell Park","Davis","Yolo","CA",NA,"USA","408 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0215","No","No","Z0215","Z0215"
507,NA,"Russell Park 424","Russell Park 424","RUSL PK 424","Z0223","F204",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","424 Russell Park","Davis","Yolo","CA",NA,"USA","424 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0223","No","No","Z0223","Z0223"
508,NA,"Russell Park 417","Russell Park 417","RUSL PK 417","Z1623","F197",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","417 Russell Park","Davis","Yolo","CA",NA,"USA","417 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z1623","No","No","Z1623","Z1623"
509,NA,"Veg Crops Field Headqtrs B","Veg Crops Field Headqtrs B","VEG FLD HQ B","4456","N030",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","2542 Hutchison Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,20,4000,0,4000,0,336,0,0,0,242,578,3140,8,3718,282,4000,4000,4000,3718,1977,"1977-09-01T07:00:00Z",NA,NA,NA,0,106657,1969315,NA,37,"Special",1374,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",22,"No","Laboratory",803,"PLANT SCIENCES","4456","No","No","4456","4456"
510,NA,"Russell Park 409","Russell Park 409","RUSL PK 409","Z0848","F189",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","409 Russell Park","Davis","Yolo","CA",NA,"USA","409 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0848","No","No","Z0848","Z0848"
511,NA,"Russell Park 422","Russell Park 422","RUSL PK 422","Z1620","F202",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","422 Russell Park","Davis","Yolo","CA",NA,"USA","422 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z1620","No","No","Z1620","Z1620"
512,NA,"Russell Park 420","Russell Park 420","RUSL PK 420","Z1285","F200",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","420 Russell Park","Davis","Yolo","CA",NA,"USA","420 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z1285","No","No","Z1285","Z1285"
513,NA,"Russell Park 423","Russell Park 423","RUSL PK 423","Z1615","F203",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","423 Russell Park","Davis","Yolo","CA",NA,"USA","423 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z1615","No","No","Z1615","Z1615"
514,NA,"The Colleges at La Rue 188","Colleges at La Rue 188","CALR 188","Z0300","F234",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","188 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","188 ORCHARD PARK DRIVE",1475,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0300","No","No","Z0300","Z0300"
515,NA,"The Colleges at La Rue 138","Colleges at La Rue 138","CALR 138","Z0293","F208",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","138 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","138 ORCHARD PARK DRIVE",1475,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0293","No","No","Z0293","Z0293"
516,NA,"The Colleges at La Rue 148","Colleges at La Rue 148","CALR 148","Z0305","F232",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","148 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","148 ORCHARD PARK DRIVE",1475,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0305","No","No","Z0305","Z0305"
517,NA,"The Colleges at La Rue 170","Colleges at La Rue 170","CALR 170","Z0310","F224",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","170 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","170 ORCHARD PARK DRIVE",1475,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0310","No","No","Z0310","Z0310"
518,NA,"Viticulture Relocation C","Viticulture Relocation C","VITI RELO C","4422","Q049",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","3179 Straloch Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,17,4223,0,1233,2990,0,0,0,0,0,0,4050,4,4050,-2817,4223,2728,2728,4050,1974,"1974-09-01T07:00:00Z",NA,NA,NA,0,38677,998627,NA,100,"Special",4050,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"VITCULTURE & ENOLOGY","4422","No","No","4422","4422"
519,NA,"Russell Park 415","Russell Park 415","RUSL PK 415","Z0216","F195",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","415 Russell Park","Davis","Yolo","CA",NA,"USA","415 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0216","No","No","Z0216","Z0216"
520,NA,"Russell Park 413","Russell Park 413","RUSL PK 413","Z0209","F193",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","413 Russell Park","Davis","Yolo","CA",NA,"USA","413 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0209","No","No","Z0209","Z0209"
521,NA,"Russell Park 403","Russell Park 403","RUSL PK 403","Z0853","F183",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","403 Russell Park","Davis","Yolo","CA",NA,"USA","403 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0853","No","No","Z0853","Z0853"
522,NA,"The Colleges at La Rue 180","Colleges at La Rue 180","CALR 180","Z0289","F217",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","180 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","180 ORCHARD PARK DRIVE",1475,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z0289","No","No","Z0289","Z0289"
523,NA,"Russell Park 418","Russell Park 418","RUSL PK 418","Z1286","F198",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","418 Russell Park","Davis","Yolo","CA",NA,"USA","418 RUSSELL PK",1475,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,"Z1286","No","No","Z1286","Z1286"
